id,SentimentScore,SentimentMagnitude
1c107ce2b,0.4,2.7
a7554fc9e,0.3,0.3
9cbc1fb81,0.2,2.6
a2ec6f8a8,0.3,1.7
a575d70f3,0.3,2.8
021b0b7bd,0.2,2.5
5d1fa8ddf,0.1,1.7
f44a6cdaf,0.1,0.7
ae6a2116c,0.4,1.4
77322d6cb,0.3,4.0
c4d225c88,0.1,0.1
b743aa88e,0.0,0.1
108da3f0d,0.6,0.6
94dc20e92,0.0,4.4
fe481f81c,-0.8,0.8
c03b8b2db,0.0,0.0
8e3473e81,0.3,3.9
475098962,0.1,3.0
d840b5a02,0.9,2.7
c44a94d4b,0.1,1.3
31353ed83,0.3,0.9
47453584e,-0.6,1.8
3503528f8,0.9,0.9
302eb3771,0.2,4.4
8d76a1b7f,0.4,4.3
8b6867433,0.0,2.3
cf1b1b824,0.2,0.5
94bcf0199,0.3,1.5
d7c6e0401,-0.2,1.2
7adc5209e,0.2,3.3
158a55025,0.0,3.3
e6c3faeed,0.0,0.0
528115548,0.4,0.9
a3e7124c8,0.3,0.6
64904cb52,0.6,1.2
d1f444e66,0.4,1.9
c91bfb2a1,0.3,2.9
e3935c62d,0.4,0.9
1c16e813b,0.3,0.7
f3386d639,0.1,1.0
6d2c3b550,0.0,0.9
803594e09,-0.8,0.8
33a8b9601,0.7,0.7
88ac92eed,0.5,2.2
59e6d1d66,0.3,6.8
1cbaa3e59,0.1,1.8
628e30f3b,0.3,4.4
ab9f715ad,0.3,3.4
6517af927,0.8,4.1
2c23cf72e,0.2,1.8
d67619580,-0.1,1.4
d2fa0b0df,0.0,1.4
822b31b85,0.1,0.1
0fd1d2d85,0.3,4.3
30908fb77,0.0,0.0
cc5892ce1,0.0,0.5
618e97eeb,0.1,0.1
a2a899dab,0.3,3.1
2e65d72c2,0.4,6.6
f743a63aa,0.2,0.8
944a5fec2,0.3,1.0
5bfbb098d,0.3,5.1
eda903960,0.1,1.5
fe2757847,0.0,0.8
eb8de7f47,0.1,0.1
f6551137d,0.9,1.9
6a88c7fa4,0.2,6.2
f45851036,0.4,1.8
bf9bd91e1,0.1,5.8
3d3006ccc,0.2,1.1
dcd7102d9,0.8,0.8
d574448ee,0.3,3.8
01dd8880a,0.4,3.9
3e2cc2690,0.0,11.6
4e974f807,0.9,0.9
c234e165f,0.3,2.7
bd1eaf778,0.3,4.3
62b2ac9fd,0.1,6.8
8c17f26c4,0.4,0.9
3890935ed,0.0,0.0
73a3a3b24,0.4,4.1
cb867cac6,0.0,6.7
5314d64ac,0.5,3.4
7276be56b,0.1,3.9
030f32f08,0.8,0.8
e95bb9197,0.7,0.7
d2b949618,0.2,0.8
558ca2c00,0.4,3.0
0b2e2526c,0.9,0.9
c6df796ba,0.5,1.7
19fd91f5b,0.4,2.7
6f0d943dc,0.2,2.0
de445d837,0.1,2.0
b5521c7e1,0.6,1.2
a5edf3e84,0.9,0.9
03a92a94f,0.3,1.0
a6e7b6870,0.2,0.4
5997cc138,0.4,6.1
7a54b760e,-0.2,4.7
a2317e5b0,0.1,2.5
8398c83ec,-0.1,1.6
bd263a880,0.3,0.7
bd881326e,0.3,2.7
1e140177f,0.3,2.3
5457a593a,0.5,2.3
92dcf8a4d,0.3,2.4
244144067,0.0,2.6
6be53d844,0.2,0.2
57aa560b5,0.5,0.5
9cf32e2a6,0.8,0.8
f05838eb7,0.1,2.0
43cd2eb4e,0.5,1.6
ed6812520,0.5,2.7
c29059110,0.3,11.1
4ac37cc7d,0.4,0.9
2e41f018c,0.3,12.3
80b7c910d,0.3,2.5
7125e101b,0.0,1.6
b4f69489c,0.2,6.4
f026fa4b5,0.3,5.4
eb6c579d5,0.7,1.5
c6df6932d,0.4,8.4
de0f96a50,0.2,1.3
3f38aabf4,0.5,3.0
e5e06c8dd,0.7,1.4
b3e19ff68,0.4,2.5
c0b3f2081,-0.1,0.4
a355a6873,0.1,6.4
fc32a88f1,0.6,3.1
6df350974,0.6,9.8
36681d1d5,0.5,3.1
88cdc9a60,0.0,2.5
228117dca,0.0,3.1
752b2d9c5,0.5,4.4
c8c55eb19,0.2,0.8
46b603304,-0.6,1.2
0142670c8,0.2,1.5
c0b5e6036,0.3,0.6
80b137b2a,0.8,0.8
4012be917,0.6,5.2
3e9a56447,0.2,0.8
35bbdb5fd,0.2,1.5
7addf37de,0.2,3.4
348665874,0.0,1.1
45f72b10b,0.2,1.8
d4bc5b7ca,0.7,1.5
2618aa6a2,0.0,2.1
baa4b862f,0.8,0.8
ed5d95d72,0.4,0.9
23adab0a9,0.6,2.0
0d6b42991,0.2,2.2
44930f85a,0.8,0.8
09e39377f,0.4,1.4
878214747,0.1,1.6
62d822791,0.2,3.6
e0e8d63df,0.6,1.3
f96ccddd5,0.2,9.2
3c5e8cc5d,0.3,0.3
a3aaac2de,0.1,1.5
f68a56b90,0.2,2.2
6dcff2b5b,0.6,0.6
8c2f67527,0.9,0.9
dd6cb40d8,0.1,3.2
5042c6414,0.1,1.2
36ddc4f2d,0.1,0.9
ec4089e58,0.2,1.5
583d4b36c,0.6,4.3
310ea711c,0.0,0.5
8b6f2ff52,0.3,3.3
e6ff63097,0.3,1.2
2de2cbdcf,0.0,1.3
729d8ba72,0.2,0.4
69df3f618,0.2,0.4
4068b452d,0.0,1.8
9a38d4275,0.1,2.6
28e86de6d,0.1,2.3
60f317698,0.0,0.5
00a1a8af4,0.6,1.9
3244cff21,0.2,1.4
cec359a78,0.0,2.1
f8e0a06ca,0.0,1.1
009239f92,-0.2,2.1
640a267a9,0.0,0.7
4b932ab38,0.4,2.2
3b0ae25f0,0.9,1.8
be5fb246e,0.4,1.9
09c629b05,0.4,0.9
c260c7b3b,0.2,0.7
12c65f314,0.3,2.4
5a0d25864,0.8,2.4
2628915bb,0.0,2.5
fa0010ce5,0.3,2.2
0af365e26,0.4,1.3
fbcadae16,0.3,4.6
eda2151fa,0.4,3.2
fe790ba60,0.1,0.1
c5422c04b,0.4,1.7
5bd0c6dc7,0.1,1.4
3bedb1ef9,0.3,2.6
939268f8e,0.2,5.8
42fc9a244,0.0,12.6
249af4201,0.0,5.8
72b0f5c4d,0.4,1.2
b5ce44276,0.7,1.4
c457ca802,0.3,1.2
89347826e,0.5,1.1
ff6ff53c4,0.2,0.9
2e4eb9198,0.6,0.6
5d55a0cb3,0.8,0.8
d341fbfd6,0.2,1.3
f53e55959,0.3,2.7
a9c3f27cc,0.2,1.7
6c121d784,0.3,3.6
11b3fd45f,0.4,3.2
fc0b0843c,0.8,2.5
733f9942b,0.5,5.3
1ed0c2a41,0.1,3.9
53cab4731,0.9,0.9
f84b22dae,0.6,1.9
157f9809a,0.3,0.3
3eee4f608,0.0,1.6
f86c83084,0.4,3.0
fbcf2baea,0.1,2.4
31eb7b312,0.4,2.2
45e750d0d,0.3,3.2
9d20353ed,0.0,0.0
16fb340bf,0.5,3.2
ddb881657,0.1,0.1
93a9cf943,0.9,0.9
e811cd880,0.2,3.1
a970b89c7,0.0,1.9
ee2e82f01,0.2,3.0
42d06aa80,0.7,0.7
a52461bfd,0.1,1.0
01603d6e2,0.8,1.6
10a3c8b71,0.1,1.6
ba72b4212,0.5,1.1
f3326d571,0.4,0.9
c27c5a029,0.9,0.9
44aafd1b1,0.3,0.7
35a6a9ef4,0.0,1.5
a4c8f64c1,0.5,3.0
1ff51137d,0.2,0.8
f18d332de,0.8,1.7
95b5a7b19,0.8,0.8
38e12233c,0.3,2.4
703f38466,0.1,2.5
5f2623cb9,0.1,0.7
4cc67e8b3,0.3,2.9
529c2e04b,0.1,1.5
1077fb67a,0.2,9.6
6cf7d415b,0.3,1.2
1cce33a82,0.0,0.0
01da89f29,0.2,5.7
e375cb119,0.3,1.0
a734e866e,0.8,0.8
c54b26d73,0.3,1.7
7d526090e,0.3,1.0
2a9a33d29,0.2,7.1
986e26eeb,0.0,2.2
1aabe595c,0.5,3.9
8a7860ee2,0.1,2.9
21cc6a743,0.0,13.2
ed7754046,0.4,3.7
365f29337,0.5,2.2
5096467b6,0.1,0.2
e21d09b79,0.4,0.9
4f629151c,0.0,0.0
1ba11aaaa,-0.3,0.3
fe7e662c5,0.4,1.3
a43071ff0,0.6,5.4
cab92d5a3,0.1,1.3
8ff3ff516,0.5,2.6
0d25fb291,0.4,3.0
5b1e90385,0.3,0.3
73dedcf29,0.5,1.6
7075c1306,0.4,2.0
2c88aa53a,0.4,5.2
87639ef4c,0.1,4.5
1caa6fcdb,0.2,0.5
87ef4d3ca,0.0,0.0
867308404,0.9,0.9
8a4e70a21,0.1,2.0
7494b6aa9,0.0,3.9
a9caf7e92,0.8,1.6
975091325,0.2,0.5
5a7207717,0.1,4.4
35f8b4bff,0.1,2.6
74c7373bd,0.8,0.8
f66357936,0.8,1.6
2857efde3,0.4,2.3
1bcec6d18,0.9,0.9
7f3781bec,0.2,1.8
2683c99f1,0.3,1.3
06904db12,-0.2,0.2
22987c7fb,0.2,2.0
c5753890a,0.2,0.9
1557f91e8,0.2,0.9
22f6c0ac6,0.3,2.8
bb78d1aa5,0.0,1.2
bc7ea0a3e,0.3,3.6
94aecc3fb,0.5,2.1
a4530b1d0,0.4,1.5
ee459f62d,0.2,0.2
b05a3ca1d,0.6,3.6
84998166f,0.6,1.9
07cf7d230,0.2,6.3
d1da78c20,0.9,0.9
cb568959e,0.3,3.6
16349e686,0.6,0.6
21fcd15c6,0.0,3.7
f892c5908,0.4,4.2
0e88c1c1c,0.4,1.7
c50926700,0.1,0.8
acada131d,0.7,1.4
f3a5451b9,0.3,4.4
e40368c38,0.4,0.8
006d301e9,0.2,5.1
a30e92cfd,0.4,5.6
96ba0193d,0.0,0.0
cc6de6d19,0.1,0.2
c4ff3b712,0.2,0.4
2e35d4d3b,0.8,1.7
cedeef1a7,0.4,2.9
a86cf6b79,0.4,3.1
7cd55a3dc,0.2,2.4
e333feca8,0.0,0.4
d9c151e72,0.4,5.0
1f858046c,0.2,0.2
5d32494f0,0.6,1.2
d7331834d,0.4,1.8
ebabceece,0.7,0.7
b96d69dc8,0.3,1.9
34edfc9d5,0.6,2.5
b2264970a,0.7,1.4
c0a4d02cc,-0.4,0.4
1082982dc,0.2,0.6
a89af346d,0.3,3.1
30c864619,0.9,0.9
505ef85e6,0.4,5.4
b7f781c99,0.4,2.2
13426c720,0.3,1.6
efd269df8,0.3,0.9
998de7b77,0.2,1.1
dd579722a,0.2,4.7
1ef5b1310,0.4,0.4
7dfa1e78c,0.7,0.7
9e935b385,0.5,1.7
6dbc5c968,0.1,0.4
7b8a09f2d,0.1,1.7
9a875f3f6,0.1,0.5
8969b314b,0.7,2.1
16673c028,0.3,0.3
573b3ec3d,0.2,0.5
747359fcb,0.1,5.0
bdab91b8c,0.2,4.4
428fd4ef7,0.1,1.3
7ea357093,0.9,1.8
9f40dbc58,0.5,2.1
b03983a09,0.1,0.8
2b8f1e583,0.4,4.3
c969e8b17,0.1,2.9
281618ba5,0.2,19.6
6c04edd3c,0.5,1.1
ef73ab8c6,0.9,0.9
d2f216860,0.1,1.5
81614060c,0.2,5.6
156da1714,0.4,1.6
6114449db,0.3,1.3
0e4cf50f4,0.2,1.0
7eff2bd81,0.0,0.2
ee3b21a9a,0.1,1.8
e81c6347b,0.4,2.8
a5746676d,0.2,2.0
e4c2ab3c4,0.2,3.7
9a21528ec,0.2,1.5
b3e897856,0.4,0.8
b9fa9ce00,0.8,0.8
24c1b4eac,0.9,0.9
308a16b6e,0.3,1.6
8364bf2eb,0.5,3.9
6bf08dced,0.2,3.7
45271caa8,0.0,0.1
938bcb826,0.0,1.9
7e3c6f81d,0.0,1.9
4a3380641,0.6,4.1
444d1c6d6,0.0,0.0
198a73c5e,0.2,2.0
1ef4df30d,0.0,1.0
2836c44dc,0.0,0.0
5bb4cc5d3,0.6,3.8
cd565b4f7,0.4,2.0
8d8895245,0.7,5.9
379d5e10d,0.0,13.7
c14a3ac57,0.3,1.1
4ea31a03a,0.2,1.8
e5f54d20e,0.5,0.5
9403ac24d,0.2,3.2
e348d720a,0.2,2.2
adc03f8b6,0.2,3.4
d350f881f,0.2,8.8
c9cc0915c,-0.2,1.2
9b1b9876d,0.3,1.1
5f19552c0,0.9,0.9
58a7e1caf,0.0,0.9
a8f43bea5,0.2,1.3
4263cc9ed,0.2,1.0
df1507e61,0.1,0.5
b74c47541,0.3,4.8
64c1c412b,0.2,2.7
a706b0eb9,0.1,7.3
097dd9931,0.5,0.5
942b2ba7d,0.1,3.5
859b1b236,0.1,2.0
3f42bd15e,0.6,3.6
3a94fdf2d,0.1,1.2
7998c5869,0.1,2.2
78631549e,0.5,5.3
4695c4fb3,0.9,0.9
237551493,0.4,2.4
2d00520ed,0.4,2.3
6c83d00bf,0.7,0.7
a1cb8764d,0.6,1.9
5366eff00,-0.4,1.6
be5f7a129,0.3,1.2
9ff766a26,0.1,0.1
30506e8c1,0.4,2.9
1169ea6c5,0.0,0.0
e08e93f16,0.1,2.4
a0401d349,0.0,0.0
9702a20bb,0.0,0.0
8b9a1b086,0.7,2.1
dbe634a4c,0.0,0.6
f5bbf322d,0.2,2.7
484af2d62,0.0,1.5
bbdcd94a9,0.1,1.9
67967b0b0,0.1,2.9
3166b0f31,0.5,1.1
472e86a83,0.7,2.2
831505752,0.6,1.3
9acd96273,0.0,1.4
ad111a12a,0.3,1.1
15a06cb97,0.3,4.7
e3b6b7d2e,-0.1,0.1
c6de9b701,-0.6,0.6
0fa39858f,0.3,2.4
ccccfeabe,0.7,2.8
11ad894e6,0.6,3.0
89a396d79,0.9,0.9
c78fa1a45,0.4,2.4
10b669bea,0.4,2.1
5aff9022b,0.0,0.1
d1938a57f,0.1,0.3
8947bf4b9,0.3,3.7
5df99d229,-0.8,0.8
9c43d4567,0.3,1.1
f62e604d6,0.2,4.4
bfdc4cd9d,0.5,0.5
b08012e7f,0.3,2.1
bde802b84,0.3,2.8
66409739c,0.4,1.9
c42cf01ba,0.4,4.3
fa64cfa4e,0.4,3.7
a31b05e99,0.1,0.5
51cdc726a,0.4,8.8
dfb59bbe9,0.9,0.9
9183ef863,0.1,2.7
4d0aa6427,0.1,1.8
d3832783a,0.5,6.2
09b3b9dfd,0.5,3.3
d605cb217,0.8,0.8
2ccf25b91,0.1,0.7
c8be6ec3c,0.0,2.3
2f51acf95,0.7,0.7
b714e611f,0.0,0.0
9e5672e85,0.1,0.4
b3543dda3,-0.1,0.6
1cdb5d61f,0.0,4.1
35542ae3e,-0.1,0.8
28cc87730,0.9,2.8
632b28a99,0.4,1.6
11bb6fca2,0.2,1.4
d470889c4,0.0,1.5
2f7da7f8f,0.9,1.8
8ce183889,0.4,1.4
f02ef09d7,0.5,1.7
dc7a53ba0,0.0,0.0
3e0d923df,0.8,0.8
628fd5227,0.4,3.6
e282d2bdf,0.9,0.9
22d381889,0.3,1.3
6f94c942b,0.5,2.2
bad8f7276,0.0,0.3
0833744e6,0.3,2.9
9fd2b640f,-0.2,1.1
5ab429fcb,0.2,2.6
18f45d2ad,0.4,8.7
54cccb3cb,0.9,0.9
518f86025,0.3,1.0
ab1cfc949,0.1,0.1
31144a6be,0.0,0.0
a75703051,0.2,0.5
f8619af42,0.7,0.7
da3be5cb2,0.1,4.9
dff390828,0.9,0.9
0902b6664,0.1,0.4
a0825ad18,0.4,2.7
ece153328,0.0,2.6
8361219e7,0.2,0.7
b8daff578,0.4,2.2
10949ac80,0.0,2.1
54e731fab,0.6,2.7
89bd573e1,0.0,0.4
b119aa181,0.7,1.5
092b4242a,0.0,3.4
8c3d81083,0.1,0.3
5f1896e5d,0.0,3.1
e2101b7d1,0.0,1.5
2774ef93f,0.3,1.1
20d4ea30e,0.5,1.6
dea0253b6,0.3,4.1
27bf3ae34,0.3,3.8
e3acd4da3,0.6,2.4
69f986aaf,0.3,1.2
23c8c5957,0.1,2.3
1436092b4,0.6,1.8
a8e6ad61c,0.6,3.8
9ee7776db,0.0,0.0
07cc0ce27,0.1,9.2
cf8539482,0.5,1.5
a4e56218b,0.2,5.0
3d0752cd9,0.1,3.3
02126e289,0.2,2.7
b2676e6b1,0.5,3.8
507db6e4f,0.2,0.9
026ebf139,0.0,1.6
35ce89b5c,0.5,2.3
2302acf06,0.2,3.2
400b56d39,0.0,3.9
d2d48985e,0.2,0.2
76e071fcb,0.5,2.6
c8eef30bd,-0.3,0.3
5b0f07923,0.1,4.6
732b578ff,0.0,0.0
9f41a024f,0.5,2.5
e24a30aaa,0.2,3.4
018188075,0.2,1.2
36ab1bdc9,0.1,0.1
3b901ae31,0.4,1.8
f247a5242,0.2,1.2
caa16cc3c,0.3,3.9
c5af48975,0.4,2.7
d1632981e,0.1,2.1
0cb450c62,0.1,2.7
ec138f2a8,-0.1,2.1
47787f847,0.3,1.4
523af701f,0.0,0.3
c3270683d,0.1,0.5
2dafa7b63,0.2,4.7
ad70b1120,0.3,1.6
31893804f,0.5,2.7
cdd815db9,0.2,6.5
52dae90aa,0.4,3.6
09ca98f7b,0.8,1.6
46cf6356e,0.4,0.9
792e8c192,0.3,2.7
9dd9f107d,0.4,2.8
ae0076e01,0.1,0.9
b40818da6,0.5,2.0
6cc070892,0.0,3.5
8c10b6035,0.0,0.0
e2bb56954,0.0,0.0
fe854f6a1,0.6,4.2
75642f3e5,0.3,5.1
8afcd7b7e,0.6,1.3
65650b974,0.9,0.9
5ef0ffe23,0.0,0.0
a9294a9ea,0.2,1.7
4f4028c04,0.2,0.6
dd2452dfa,0.0,0.3
d898de7ff,0.2,0.9
ec322a0f2,0.0,0.1
f27915d51,-0.4,0.4
d7dd2c184,-0.2,0.2
3f3e1f288,0.6,1.3
a6a0b1762,0.4,3.4
1a8fd6707,0.0,0.5
1d5870131,-0.5,0.5
ab1777794,0.4,2.5
e29fd3f0a,0.8,1.7
06df96299,0.9,0.9
e778cd78b,0.6,3.1
c6c1048af,0.8,3.4
6c71db5b5,0.3,2.6
a124a31ee,0.0,0.2
a1188fdb7,0.0,0.0
794a45833,0.0,0.0
f67dcb4b3,0.3,3.7
65df826e8,0.3,0.6
fe2cc3feb,0.3,2.3
9316ce78a,0.7,0.7
880a0ac07,0.0,0.0
eea7548f0,0.1,4.4
c57a0afef,0.8,0.8
6b10d4880,0.1,1.6
c504cbfd4,0.1,2.5
2b6e5343e,0.3,2.8
102ed9019,0.3,5.0
ff5158511,0.5,2.1
ed5b8276f,0.2,3.2
7a9ca7419,0.0,0.2
fb442ee5e,0.3,1.8
ef14861df,0.7,2.2
64ca585d9,0.1,0.9
005afe792,0.0,2.6
636389c7d,0.1,1.7
33ddc2011,0.6,0.6
e47aeed72,0.9,1.8
4b2aa880a,0.3,4.6
23a5c1e87,0.2,0.7
7ac41d8ae,0.2,6.4
c45a57747,0.6,1.8
0a84451ae,0.4,4.0
70900313d,0.9,0.9
23379775f,0.6,5.7
51c04983b,0.9,0.9
f7af4ce3d,0.4,1.7
ced0659f2,0.0,0.0
8b8229f52,0.7,0.7
0b32cba75,0.2,0.2
4d4c7be64,0.0,2.7
62bf39bdf,0.2,3.3
97b469d4b,0.5,1.1
1a2c23d4c,0.4,4.1
e16bb6356,0.9,0.9
dd0d78496,0.5,0.5
706a9cd5c,0.3,2.0
c7402d13c,0.3,0.3
d0b337200,0.2,0.4
677968b60,0.1,2.4
50af81612,0.6,3.3
4e991c023,0.1,5.3
6caab3194,0.2,2.7
325a6a746,0.3,2.1
46d9b2934,0.7,1.5
31e14c50a,0.9,0.9
0e0d0a9af,0.5,2.8
6083e589b,0.3,1.1
93df8b5c7,0.0,0.0
46a5f0ba6,0.5,0.5
97dc40c6f,0.6,6.3
514db7301,0.1,2.8
4c237475f,0.1,1.9
1727cfc45,0.1,1.1
e59c8fc76,0.4,1.6
22e1f3438,0.5,2.3
8f26b1b5c,0.9,0.9
945346188,0.3,2.2
59903171d,0.4,0.9
e8e8a47fd,0.2,4.5
74cd0ff66,0.5,2.6
147a0fbd6,0.6,1.9
9e6da2bb1,0.4,1.4
3ff23c65c,0.1,1.4
1555b08c9,0.4,1.2
aba00e1f9,0.3,0.6
28d20bc71,-0.4,0.4
7ed3e206a,0.0,5.8
c7bb75711,0.8,0.8
a5a240214,0.4,1.7
897fde926,0.2,3.7
9c443e54d,0.1,2.0
db24c8108,0.4,2.4
9deed930d,0.2,1.7
7b5bee232,0.0,2.0
2c137b9a4,0.0,2.8
ea9ad03dc,0.2,1.1
79e510cb9,0.1,4.1
1a676ca88,0.3,1.0
a2ac8316b,0.2,0.7
230009c15,0.7,3.9
5ab1e209b,0.3,1.2
156ab0f97,0.5,1.6
33f056cc7,0.5,3.2
4e1033fe2,0.4,2.4
9a65d163b,0.9,0.9
f5170bc70,0.1,0.7
e2e5b8ae2,0.6,0.6
be9c5d746,0.1,0.4
6740be5a3,0.0,1.0
5264d253b,0.4,1.3
48c598ef0,0.3,2.8
e9cfb355a,0.4,3.9
356d41ee2,0.0,0.0
50503b223,0.4,0.9
e808828dc,0.3,3.1
951f0f32a,0.9,0.9
6b94af372,0.1,0.2
495528ba4,0.4,4.6
d24b8cde0,0.3,0.3
0d653b602,0.2,7.8
8ead3a355,0.4,1.3
8bacce548,0.0,0.9
4a78b3e0b,0.1,3.8
18427ab22,0.4,5.9
0adca3f66,0.1,1.0
289cc7f88,0.0,1.7
5c546c236,0.4,0.9
968c82e07,0.7,0.7
58d1adc55,0.3,1.1
8520800b1,0.0,6.2
3f9f466d1,0.0,0.1
5de1d0c34,0.0,1.0
c8d27db32,0.0,1.7
ef3fad107,-0.1,3.4
01dc16c21,0.2,7.4
35f9132e5,0.9,0.9
809ca8efd,-0.3,0.3
196195aee,0.5,1.0
854b2bc3b,0.1,2.6
2f7fd8400,0.9,2.7
2e989d559,0.2,2.1
44bba906d,0.4,1.8
5ab4df736,0.5,3.1
d6335be38,0.3,2.2
ee36e2198,0.4,1.7
b7c4936a9,0.3,1.0
acc741f2d,0.1,0.3
61bedc57d,0.5,2.0
3b0b2a86a,0.5,1.5
3264fe773,0.4,4.4
ba66a7a82,0.6,0.6
31dcdb872,0.1,0.5
4d2dec2f3,0.0,0.4
6b5c799b5,0.0,0.0
80fcb8392,0.1,0.8
e46373e2e,0.6,3.0
059cfed40,0.5,1.1
aa8e2a85d,0.7,3.6
8d970238d,0.4,3.2
2f346ac72,0.3,1.1
0fe10670c,0.0,0.0
de591574b,0.6,3.2
0ac279a25,0.3,3.7
2e9ee4be9,0.5,1.0
0ea0beb3c,0.1,2.5
516fcfdf9,0.0,1.3
6c7251bc8,0.4,1.7
cb07ad856,0.2,1.8
763264fa2,0.0,7.5
311799b58,0.1,0.1
fc0952bea,0.2,0.7
27a7a1795,0.4,1.3
3d011c364,0.2,2.7
bec49d8b7,0.2,2.0
675bb16b8,0.2,2.0
c3b89c2e8,0.2,2.8
7b75b46ea,0.5,2.2
bd7f07424,0.1,1.9
2262be7e9,0.3,2.0
b73a7ca90,0.5,1.7
19fe29040,0.6,0.6
14580436c,0.2,2.8
e3d68b63c,0.7,1.5
30dd541af,0.7,3.6
b1d936001,0.4,2.3
5ac95823c,0.2,2.6
0be09ae87,0.1,0.2
9166a802a,0.3,5.4
b26374255,0.2,3.2
b53990a1d,0.4,1.2
f60ee7233,0.2,2.5
9bb035799,0.7,1.4
cb0c04621,0.0,4.7
a6fe8b174,0.3,0.8
0b8614414,0.1,2.9
acc327f18,0.2,1.0
0e4ef28c9,0.9,0.9
ae518aff9,0.2,0.5
365aaebc8,0.2,1.0
4ac47ceae,0.4,1.6
e4bc68f06,0.8,2.6
4e47644c8,0.3,1.6
e90930a27,0.3,1.3
7395e5c70,0.5,1.0
dcecf2ba5,0.0,0.0
8d6c8d486,0.4,5.3
f642366b6,0.2,1.2
678d21531,0.5,4.3
a1d05e431,0.2,0.9
14a1d0eb4,0.1,1.8
97dc6aa32,0.4,1.3
9718baba0,0.0,3.2
48f8d1d90,0.2,1.4
ff4b9b3b4,0.0,2.0
11a3055b7,0.4,0.9
8d0b0238c,0.4,1.2
63e388a8e,0.1,3.4
27867018b,0.1,0.5
804d08f42,0.3,1.6
25d4bd6e1,0.1,2.4
0154e0f7b,0.3,5.7
41a7d5bc2,0.0,0.7
70c1e9c61,0.0,0.0
ba8ead296,0.4,0.9
91b088719,0.0,1.1
88df1460d,0.2,2.2
286afff7c,0.9,0.9
51226d067,0.3,0.3
a8271c7e3,0.1,4.9
5f0efae69,0.0,4.0
63c049a9e,0.6,5.6
3304185a1,-0.7,0.7
a6783a1c6,0.1,0.3
de08c8d31,0.3,6.9
4540f8e9c,0.5,5.3
20b7e24b2,0.4,0.8
ba58bb1a4,0.1,2.6
9180e09cb,0.5,2.1
052c95a93,0.3,3.3
a0f88616c,0.0,1.7
f7c487e58,0.1,4.1
9f88f23a4,0.8,0.8
eeaa5c53c,0.2,2.2
a30803552,0.0,0.3
3b0b88ac2,0.0,0.0
d9cf525bb,0.1,2.7
36cc00cf3,0.5,1.5
257a99aa2,0.3,3.9
3f734b97c,0.1,4.3
65dc47112,0.6,1.2
0b819602d,0.4,0.9
c3cef1c4b,0.2,0.2
3ef9ac2a6,0.1,0.9
f13ba84ac,0.4,0.4
d68301fb2,0.9,0.9
cbfaa79cb,0.5,5.1
f5d0fdd2c,0.3,4.7
e8e054802,0.3,0.6
c3b263e8f,0.4,2.3
bca4defa4,0.1,11.8
b4d16b6f6,0.3,3.1
1ad691ca4,0.3,2.2
1eb041ff3,0.3,2.3
89f229ee8,0.5,2.3
a91761e54,0.0,0.2
470e49e41,0.2,4.4
7e8101664,0.4,5.9
8a3bb842e,0.4,1.2
2cf9de0a6,0.0,0.5
3004c3401,0.3,1.7
603d1d51c,0.3,3.0
4b3efcfe0,0.4,7.0
5360d72a3,0.0,0.0
f0a1f2b90,0.3,4.5
0e49c7f19,0.0,2.9
e5cecf5df,-0.6,0.6
b1d288322,0.0,2.8
607744326,0.2,1.0
8a97062f5,0.1,1.5
72bd22c9e,0.2,4.4
f506d3fd2,0.3,6.2
7d11f10b1,0.4,1.3
1a54d4e92,0.5,3.1
a0c9daa0a,0.0,0.2
b28951b61,0.8,2.4
38fd4509d,0.0,1.9
ebf5e5e77,0.0,0.2
f08b9d3c3,0.1,3.8
6c909e8d0,0.3,2.4
f4fb11803,0.9,0.9
ad5021d77,0.1,0.7
83b2fae5e,0.2,0.2
8dbbd91bb,0.1,1.0
181d40c5e,0.0,0.0
e6b64b212,0.2,0.8
90bcfd0e4,0.5,1.1
d3dacde96,-0.1,3.4
40e578da4,0.6,0.6
2dfaf69b5,0.1,4.9
e0dbd7901,0.5,2.1
e6821c448,0.9,0.9
fac4ca24b,0.4,1.7
6bed4e9d5,0.9,0.9
d168549f2,0.5,1.7
828f48390,0.1,2.2
ec8608c1c,0.3,4.3
b641cecaf,0.3,0.7
a428c4daf,0.1,1.0
5ecdd04af,0.6,3.8
5ee34f0d2,0.2,3.2
d765ae877,0.9,0.9
0b817da84,0.4,0.4
8079e3a1c,0.0,8.3
f6ea19029,0.6,1.2
6d53b2d19,0.2,4.4
24361123a,0.2,0.9
2e2b3f60c,0.1,0.3
f220ae6cd,0.2,1.3
d7a002088,0.0,0.8
672e9e752,0.6,1.2
e6989638e,0.3,2.4
420bdee9f,0.9,0.9
218f8bb3a,0.6,2.6
aba84d40f,0.3,2.0
a2b226c6c,0.7,2.2
710dc1661,0.7,4.2
8f47e7ad3,0.1,3.6
7988bce47,0.2,0.5
59b224cc9,0.6,4.5
7bb118200,0.1,1.8
0d1067e63,0.0,1.8
777f82721,0.0,0.0
128b247b8,0.9,1.8
bdbe7091f,0.0,2.0
c5a7f7d69,0.3,1.2
0d94f0378,0.2,2.9
0d440b00e,-0.1,3.6
81f1d4d5c,0.0,3.0
7cfb6fe9c,0.4,3.6
0b15f3794,0.3,3.7
da8054bfa,0.8,0.8
